"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2792765","Susan  Mehringer and Aaron  Birkland","","","","Incorporating Interactive Compute Environments into Web-based Training Materials Using the Cornell Job Runner Service","20:1--20:6","20","6","SLURM, interactive, online training, remote execution, toolkit, web service","10.1145/2792745.2792765","","","","","","","2015","","Proceedings of the 2015 XSEDE Conference: Scientific Advancements Enabled by Enhanced Cyberinfrastructure","XSEDE '15","","978-1-4503-3720-5","St. Louis, Missouri","ACM","New York, NY, USA"
"article","2488437","Matthias  Heinrich and Franz Josef  Gr&#252;neberger and Thomas  Springer and Martin  Gaedke","","","","Exploiting Annotations for the Rapid Development of Collaborative Web Applications","551--560","","10","groupware, shared editing, web applications, web engineering","10.1145/2488388.2488437","","","","","","","2013","","Proceedings of the 22Nd International Conference on World Wide Web","WWW '13","","978-1-4503-2035-1","Rio de Janeiro, Brazil","ACM","New York, NY, USA"
"article","324344","Francisco Javier Ja&#233;n-Mart&#237;nez and Leonidas  Rigas","","","","&Ldquo;Social Engineering&Rdquo;: Towards a New Paradigm for Developing Multi-user Visualization Systems","56--61","","6","CSCW, digital libraries, multi-user systems, social agents","10.1145/324332.324344","","","","","","","1998","","Proceedings of the 1998 Workshop on New Paradigms in Information Visualization and Manipulation","NPIV '98","","1-58113-179-8","Washington, D.C., USA","ACM","New York, NY, USA"
"article","351044","Thorsten  Hampel and Reinhard  Keil-Slawik","","","","A Collaborative Document Management Environment for Teaching and Learning (Poster Session)","197--198","","2","","10.1145/351006.351044","","","","","","","2000","","Proceedings of the Third International Conference on Collaborative Virtual Environments","CVE '00","","1-58113-303-0","San Francisco, California, USA","ACM","New York, NY, USA"
"article","272291","Diane  Crawford","","","","Praises Come with a Hitch","26--29","","4","","10.1145/272287.272291","Commun. ACM","March 1998","41","3","","March","1998","0001-0782","","","","","","ACM","New York, NY, USA"
"article","504527","Raimund  Dachselt and Michael  Hinz and Klaus  Mei&#223;ner","","","","Contigra: An XML-based Architecture for Component-oriented 3D Applications","155--163","","9","3D components, 3D user interfaces, 3D widgets, XML schema, component-based development, contigra, extensible 3D (X3D), virtual environments","10.1145/504502.504527","","","","","","","2002","","Proceedings of the Seventh International Conference on 3D Web Technology","Web3D '02","","1-58113-468-1","Tempe, Arizona, USA","ACM","New York, NY, USA"
"article","2484767","Claudiu  Farcas and Natasha  Balac and Lucila  Ohno-Machado","","","","Biomedical CyberInfrastructure Challenges","6:1--6:4","6","4","biomedical, challenges, cyberinfrastructure","10.1145/2484762.2484767","","","","","","","2013","","Proceedings of the Conference on Extreme Science and Engineering Discovery Environment: Gateway to Discovery","XSEDE '13","","978-1-4503-2170-9","San Diego, California, USA","ACM","New York, NY, USA"
"article","338514","Sheng Feng Li and Mark  Spiteri and John  Bates and Andy  Hopper","","","","Capturing and Indexing Computer-based Activities with Virtual Network Computing","601--603","","3","VNC, capturing, events, indexing, multimedia","10.1145/338407.338514","","","","","","","2000","","Proceedings of the 2000 ACM Symposium on Applied Computing - Volume 2","SAC '00","","1-58113-240-9","Como, Italy","ACM","New York, NY, USA"
"article","1554248","Derek  Fagan and Ren&#233;  Meier","","","","Using Context and Behavioral Patterns for Intelligent Traffic Management","61--66","","6","context-aware services, context-based intelligent traffic management, travel behavior patterns","10.1145/1554233.1554248","","","","","","","2009","","Proceedings of the 1st International Workshop on Context-Aware Middleware and Services: Affiliated with the 4th International Conference on Communication System Software and Middleware (COMSWARE 2009)","CAMS '09","","978-1-60558-525-3","Dublin, Ireland","ACM","New York, NY, USA"
"article","338691","Martin  Gaedke and J&#246;rn  Rehse","","","","Supporting Compositional Reuse in Component-based Web Engineering","927--933","","7","WebComposition, component retrieval, pattern, repository, reuse","10.1145/338407.338691","","","","","","","2000","","Proceedings of the 2000 ACM Symposium on Applied Computing - Volume 2","SAC '00","","1-58113-240-9","Como, Italy","ACM","New York, NY, USA"
"article","2491647","Alexandr  Murashkin and Micha&#322;  Antkiewicz and Derek  Rayside and Krzysztof  Czarnecki","","","","Visualization and Exploration of Optimal Variants in Product Line Engineering","111--115","","5","ClaferMoo, ClaferMoo visualizer, clafer, exploration, feature modeling, optimal variant, pareto front, product line engineering, visualization","10.1145/2491627.2491647","","","","","","","2013","","Proceedings of the 17th International Software Product Line Conference","SPLC '13","","978-1-4503-1968-3","Tokyo, Japan","ACM","New York, NY, USA"
"article","381523","Kevin  Sullivan and Avneesh  Saxena","","","","A Web-oriented Architectural Aspect for the Emerging Computation Tapestry","485--492","","8","architectural aspect, noosphere, software, web interface","","","","","","","","2001","","Proceedings of the 23rd International Conference on Software Engineering","ICSE '01","","0-7695-1050-7","Toronto, Ontario, Canada","IEEE Computer Society","Washington, DC, USA"
"article","1456690","Martin  van Tonder and Charmain  Cilliers and Jean  Greyling","","","","A Framework for Gaze Selection Techniques","267--275","","9","HCI, eye gaze interaction, eye tracking, framework, gaze selection techniques","10.1145/1456659.1456690","","","","","","","2008","","Proceedings of the 2008 Annual Research Conference of the South African Institute of Computer Scientists and Information Technologists on IT Research in Developing Countries: Riding the Wave of Technology","SAICSIT '08","","978-1-60558-286-3","Wilderness, South Africa","ACM","New York, NY, USA"
"article","2331813","Michael  Rees","","","","The Universal User Interface: The Web Browser As Top Candidate?","1--1","","1","","10.1145/2331812.2331813","","","","","","","2001","","Proceedings of the Symposium on Computer Human Interaction","CHINZ '01","","0-473-07559-8","Palmerston North, New Zealand","ACM","New York, NY, USA"
"article","1614393","David  Navarre and Philippe  Palanque and Jean-Francois  Ladry and Eric  Barboni","","","","ICOs: A Model-based User Interface Description Technique Dedicated to Interactive Systems Addressing Usability, Reliability and Scalability","18:1--18:56","18","56","User interface description language, formal description techniques, interactive prototyping, interactive software engineering, model-based approaches, safety-critical interactive systems","10.1145/1614390.1614393","ACM Trans. Comput.-Hum. Interact.","November 2009","16","4","","November","2009","1073-0516","","","","","","ACM","New York, NY, USA"
"article","1188821","Chengzheng  Sun and Steven  Xia and David  Sun and David  Chen and Haifeng  Shen and Wentong  Cai","","","","Transparent Adaptation of Single-user Applications for Multi-user Real-time Collaboration","531--582","","52","Application sharing, CoPowerPoint, CoWord, computer-supported cooperative work, operational transformation, transparent adaptation","10.1145/1188816.1188821","ACM Trans. Comput.-Hum. Interact.","December 2006","13","4","","December","2006","1073-0516","","","","","","ACM","New York, NY, USA"
"article","1458489","Arturo J. S&#225;nchez-Ru&#237;z and Karthikeyan  Umapathy and Pat  Hayes","","","","Toward Generic, Immersive, and Collaborative Solutions to the Data Interoperability Problem Which Target End-users","83--88","","6","CL, IKL, INTEROP, Second Life, data interoperability, end-user approaches, immersive collaboration, ontologies, plug-in architectures","10.1145/1458484.1458489","","","","","","","2008","","Proceedings of the 2Nd International Workshop on Ontologies and Information Systems for the Semantic Web","ONISW '08","","978-1-60558-255-9","Napa Valley, California, USA","ACM","New York, NY, USA"
"article","781648","Ari  Rappoport","","","","An Architecture for Universal CAD Data Exchange","266--269","","4","CAD data exchange, feature-based data exchange, parametric data exchange, universal data exchange","10.1145/781606.781648","","","","","","","2003","","Proceedings of the Eighth ACM Symposium on Solid Modeling and Applications","SM '03","","1-58113-706-0","Seattle, Washington, USA","ACM","New York, NY, USA"
"article","1379170","Jessica  Rubart","","","","Semantics Through Language Sharing","53--56","","4","language sharing, web engineering, web science, web semantics","10.1145/1379157.1379170","","","","","","","2008","","Proceedings of the Hypertext 2008 Workshop on Collaboration and Collective Intelligence","WebScience '08","","978-1-60558-171-2","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","1457223","Felipe  Soares de Oliveira and Carlos Eduardo C. F. Batista and Guido Lemos de Souza Filho","","","","A3TV: Anytime, Anywhere and by Anyone TV","109--113","","5","collaborative work, communication systems, social TV","10.1145/1457199.1457223","","","","","","","2008","","Proceedings of the 12th International Conference on Entertainment and Media in the Ubiquitous Era","MindTrek '08","","978-1-60558-197-2","Tampere, Finland","ACM","New York, NY, USA"
"article","2499779","Micha&#322;  Antkiewicz and Kacper  B&#261;k and Alexandr  Murashkin and Rafael  Olaechea and Jia Hui (Jimmy) Liang and Krzysztof  Czarnecki","","","","Clafer Tools for Product Line Engineering","130--135","","6","Clafer, ClaferIG, ClaferMOO, ClaferMOO visualizer, ClaferWiki, clafer configurator","10.1145/2499777.2499779","","","","","","","2013","","Proceedings of the 17th International Software Product Line Conference Co-located Workshops","SPLC '13 Workshops","","978-1-4503-2325-3","Tokyo, Japan","ACM","New York, NY, USA"
"article","844334","Mario  Verdicchio and Marco  Colombetti","","","","Commitments for Agent-based Supply Chain Management","13--23","","11","commitment, software agents, supply chain","10.1145/844331.844334","SIGecom Exch.","Winter, 2002","3","1","","December","2001","1551-9031","","","","","","ACM","New York, NY, USA"
"article","1243445","S&#233;bastien  rainville-pitt and Jean-Marie  D'Amour","","","","Using a CMS to Create Fully Accessible Websites","130--131","","2","accessibility, content management system, mobility, standards, websites and assistive technology","10.1145/1243441.1243445","","","","","","","2007","","Proceedings of the 2007 International Cross-disciplinary Conference on Web Accessibility (W4A)","W4A '07","","1-59593-590-8","Banff, Canada","ACM","New York, NY, USA"
"article","2488181","Markus  Gulden and Stefan  Kugele","","","","A Concept for Generating Simplified RESTful Interfaces","1391--1398","","8","data transfer object, domain-specific language, representational state transfer, service-orientated architecture","10.1145/2487788.2488181","","","","","","","2013","","Proceedings of the 22Nd International Conference on World Wide Web","WWW '13 Companion","","978-1-4503-2038-2","Rio de Janeiro, Brazil","ACM","New York, NY, USA"
"article","1230098","Luca  Mottola and Amy L. Murphy and Gian Pietro Picco","","","","Pervasive Games in a Mote-enabled Virtual World Using Tuple Space Middleware","","29","","","10.1145/1230040.1230098","","","","","","","2006","","Proceedings of 5th ACM SIGCOMM Workshop on Network and System Support for Games","NetGames '06","","1-59593-589-4","Singapore","ACM","New York, NY, USA"
"article","1083112","Ashraf  Gaffar and Ahmed  Seffah and John A. Van der Poll","","","","HCI Pattern Semantics in XML: A Pragmatic Approach","1--7","","7","XML, information modeling, knowledge dissemination, knowledge representation, knowledge reuse, programmable patterns","10.1145/1082983.1083112","SIGSOFT Softw. Eng. Notes","July 2005","30","4","","May","2005","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1083112","Ashraf  Gaffar and Ahmed  Seffah and John A. Van der Poll","","","","HCI Pattern Semantics in XML: A Pragmatic Approach","1--7","","7","XML, information modeling, knowledge dissemination, knowledge representation, knowledge reuse, programmable patterns","10.1145/1082983.1083112","","","","","","","2005","","Proceedings of the 2005 Workshop on Human and Social Factors of Software Engineering","HSSE '05","","1-59593-120-1","St. Louis, Missouri","ACM","New York, NY, USA"
